date,equipe_dom,score_dom,score_ext,equipe_ext,classement_dom,classement_ext
12 décembre 2017 Saison régulière,Houston Rockets,130,123,New Orleans Pelicans,#1,#7
12 décembre 2017 Saison régulière,Memphis Grizzlies,82,107,Miami Heat,#13,#10
12 décembre 2017 Saison régulière,Oklahoma City Thunder,103,116,Charlotte Hornets,#9,#13
13 décembre 2017 Saison régulière,Cleveland Cavaliers,123,114,Atlanta Hawks,#2,#15
14 décembre 2017 Saison régulière,New Orleans Pelicans,115,108,Milwaukee Bucks,#7,#5
14 décembre 2017 Saison régulière,Phoenix Suns,109,115,Toronto Raptors,#13,#3
11 décembre 2017 Saison régulière,Minnesota Timberwolves,97,92,Dallas Mavericks,#4,#15
11 décembre 2017 Saison régulière,New York Knicks,111,107,Atlanta Hawks,#9,#14
12 décembre 2017 Saison régulière,Golden State Warriors,111,104,Portland Trail Blazers,#2,#6
12 décembre 2017 Saison régulière,LA Clippers,96,91,Toronto Raptors,#11,#2
13 décembre 2017 Saison régulière,Detroit Pistons,84,103,Denver Nuggets,#7,#5
13 décembre 2017 Saison régulière,New York Knicks,113,109,LA Lakers,#8,#11
8 décembre 2017 Saison régulière,Philadelphia 76ers,104,107,LA Lakers,#6,#11
14 décembre 2017 Saison régulière,Houston Rockets,108,96,Charlotte Hornets,#1,#13
10 décembre 2017 Saison régulière,Brooklyn Nets,89,101,Miami Heat,#11,#10
13 décembre 2017 Saison régulière,Brooklyn Nets,103,98,Washington Wizards,#11,#4
13 décembre 2017 Saison régulière,Minnesota Timberwolves,112,118,Philadelphia 76ers,#4,#10
13 décembre 2017 Saison régulière,Dallas Mavericks,95,89,San Antonio Spurs,#15,#3
8 décembre 2017 Saison régulière,Phoenix Suns,99,109,Washington Wizards,#12,#4
8 décembre 2017 Saison régulière,Brooklyn Nets,100,95,Oklahoma City Thunder,#12,#9
8 décembre 2017 Saison régulière,Utah Jazz,101,112,Houston Rockets,#7,#1
7 décembre 2017 Saison régulière,Cleveland Cavaliers,101,95,Sacramento Kings,#2,#14
10 décembre 2017 Saison régulière,Charlotte Hornets,99,110,LA Lakers,#13,#11
10 décembre 2017 Saison régulière,Atlanta Hawks,117,110,Orlando Magic,#14,#12
10 décembre 2017 Saison régulière,Chicago Bulls,104,102,New York Knicks,#15,#9
13 décembre 2017 Saison régulière,Sacramento Kings,99,92,Phoenix Suns,#13,#12
7 décembre 2017 Saison régulière,Indiana Pacers,98,96,Chicago Bulls,#8,#15
7 décembre 2017 Saison régulière,Orlando Magic,110,106,Atlanta Hawks,#12,#14
7 décembre 2017 Saison régulière,Boston Celtics,97,90,Dallas Mavericks,#1,#15
7 décembre 2017 Saison régulière,New York Knicks,99,88,Memphis Grizzlies,#9,#12
10 décembre 2017 Saison régulière,Cleveland Cavaliers,105,98,Philadelphia 76ers,#3,#8
10 décembre 2017 Saison régulière,Milwaukee Bucks,117,100,Utah Jazz,#5,#7
10 décembre 2017 Saison régulière,Phoenix Suns,101,104,San Antonio Spurs,#12,#3
7 décembre 2017 Saison régulière,New Orleans Pelicans,123,114,Denver Nuggets,#8,#4
7 décembre 2017 Saison régulière,Milwaukee Bucks,104,100,Detroit Pistons,#7,#5
7 décembre 2017 Saison régulière,Charlotte Hornets,87,101,Golden State Warriors,#11,#2
10 décembre 2017 Saison régulière,Memphis Grizzlies,101,102,Oklahoma City Thunder,#13,#9
10 décembre 2017 Saison régulière,Portland Trail Blazers,117,124,Houston Rockets,#6,#1
10 décembre 2017 Saison régulière,Sacramento Kings,87,102,Toronto Raptors,#13,#2
7 décembre 2017 Saison régulière,San Antonio Spurs,117,105,Miami Heat,#3,#10
7 décembre 2017 Saison régulière,LA Clippers,107,113,Minnesota Timberwolves,#10,#5
10 décembre 2017 Saison régulière,Detroit Pistons,81,91,Boston Celtics,#7,#1
10 décembre 2017 Saison régulière,Indiana Pacers,126,116,Denver Nuggets,#6,#5
6 décembre 2017 Saison régulière,Toronto Raptors,126,113,Phoenix Suns,#3,#11
6 décembre 2017 Saison régulière,Oklahoma City Thunder,100,94,Utah Jazz,#9,#7
6 décembre 2017 Saison régulière,Portland Trail Blazers,92,106,Washington Wizards,#4,#4
4 décembre 2017 Saison régulière,Miami Heat,95,123,Golden State Warriors,#10,#2
4 décembre 2017 Saison régulière,Minnesota Timberwolves,112,106,LA Clippers,#5,#10
4 décembre 2017 Saison régulière,Oklahoma City Thunder,90,87,San Antonio Spurs,#9,#3
4 décembre 2017 Saison régulière,LA Lakers,95,118,Houston Rockets,#11,#1
5 décembre 2017 Saison régulière,Indiana Pacers,115,97,New York Knicks,#8,#9
5 décembre 2017 Saison régulière,Philadelphia 76ers,101,115,Phoenix Suns,#6,#12
5 décembre 2017 Saison régulière,Charlotte Hornets,104,94,Orlando Magic,#12,#11
5 décembre 2017 Saison régulière,Atlanta Hawks,90,110,Brooklyn Nets,#14,#13
5 décembre 2017 Saison régulière,Boston Celtics,111,100,Milwaukee Bucks,#1,#7
5 décembre 2017 Saison régulière,Chicago Bulls,91,113,Cleveland Cavaliers,#15,#2
5 décembre 2017 Saison régulière,New Orleans Pelicans,115,125,Golden State Warriors,#8,#2
5 décembre 2017 Saison régulière,Memphis Grizzlies,95,92,Minnesota Timberwolves,#13,#5
5 décembre 2017 Saison régulière,Dallas Mavericks,122,105,Denver Nuggets,#15,#4
5 décembre 2017 Saison régulière,San Antonio Spurs,96,93,Detroit Pistons,#3,#5
5 décembre 2017 Saison régulière,Utah Jazz,116,69,Washington Wizards,#7,#4
2 décembre 2017 Saison régulière,Orlando Magic,112,133,Golden State Warriors,#11,#2
2 décembre 2017 Saison régulière,Washington Wizards,109,91,Detroit Pistons,#4,#2
2 décembre 2017 Saison régulière,Toronto Raptors,120,115,Indiana Pacers,#5,#8
3 décembre 2017 Saison régulière,Cleveland Cavaliers,116,111,Memphis Grizzlies,#2,#12
2 décembre 2017 Saison régulière,Chicago Bulls,106,107,Sacramento Kings,#15,#14
2 décembre 2017 Saison régulière,Miami Heat,105,100,Charlotte Hornets,#10,#12
2 décembre 2017 Saison régulière,Memphis Grizzlies,79,95,San Antonio Spurs,#12,#3
1 décembre 2017 Saison régulière,Atlanta Hawks,114,121,Cleveland Cavaliers,#14,#3
30 novembre 2017 Saison régulière,Detroit Pistons,131,107,Phoenix Suns,#2,#13
3 décembre 2017 Saison régulière,Philadelphia 76ers,108,103,Detroit Pistons,#6,#3
3 décembre 2017 Saison régulière,Milwaukee Bucks,109,104,Sacramento Kings,#7,#14
2 décembre 2017 Saison régulière,Oklahoma City Thunder,111,107,Minnesota Timberwolves,#9,#4
2 décembre 2017 Saison régulière,Utah Jazz,114,108,New Orleans Pelicans,#8,#7
1 décembre 2017 Saison régulière,Boston Celtics,108,97,Philadelphia 76ers,#1,#6
1 décembre 2017 Saison régulière,Denver Nuggets,111,110,Chicago Bulls,#6,#15
30 novembre 2017 Saison régulière,Orlando Magic,121,108,Oklahoma City Thunder,#12,#9
30 novembre 2017 Saison régulière,Philadelphia 76ers,118,113,Washington Wizards,#6,#4
3 décembre 2017 Saison régulière,Denver Nuggets,115,100,LA Lakers,#5,#11
3 décembre 2017 Saison régulière,Portland Trail Blazers,116,123,New Orleans Pelicans,#4,#8
29 novembre 2017 Saison régulière,Cleveland Cavaliers,108,97,Miami Heat,#3,#8
2 décembre 2017 Saison régulière,Boston Celtics,116,111,Phoenix Suns,#1,#13
2 décembre 2017 Saison régulière,Dallas Mavericks,108,82,LA Clippers,#15,#10
1 décembre 2017 Saison régulière,Portland Trail Blazers,91,103,Milwaukee Bucks,#4,#8
1 décembre 2017 Saison régulière,LA Clippers,107,126,Utah Jazz,#9,#8
30 novembre 2017 Saison régulière,Toronto Raptors,126,113,Charlotte Hornets,#5,#11
30 novembre 2017 Saison régulière,New York Knicks,115,86,Miami Heat,#9,#9
28 novembre 2017 Saison régulière,Indiana Pacers,121,109,Orlando Magic,#7,#12
3 décembre 2017 Saison régulière,New York Knicks,100,105,Orlando Magic,#8,#11
29 novembre 2017 Saison régulière,Chicago Bulls,99,104,Phoenix Suns,#15,#13
29 novembre 2017 Saison régulière,Minnesota Timberwolves,89,92,Washington Wizards,#5,#4
29 novembre 2017 Saison régulière,Sacramento Kings,87,112,Milwaukee Bucks,#14,#9
2 décembre 2017 Saison régulière,Brooklyn Nets,102,114,Atlanta Hawks,#13,#14
30 novembre 2017 Saison régulière,New Orleans Pelicans,102,120,Minnesota Timberwolves,#7,#5
30 novembre 2017 Saison régulière,Houston Rockets,118,97,Indiana Pacers,#1,#7
28 novembre 2017 Saison régulière,Philadelphia 76ers,91,113,Cleveland Cavaliers,#6,#3
28 novembre 2017 Saison régulière,Boston Celtics,108,118,Detroit Pistons,#1,#2
28 novembre 2017 Saison régulière,New York Knicks,91,103,Portland Trail Blazers,#8,#5
29 novembre 2017 Saison régulière,Utah Jazz,106,77,Denver Nuggets,#8,#6
30 novembre 2017 Saison régulière,Dallas Mavericks,104,109,Brooklyn Nets,#15,#13
30 novembre 2017 Saison régulière,San Antonio Spurs,104,95,Memphis Grizzlies,#3,#12
28 novembre 2017 Saison régulière,Houston Rockets,117,103,Brooklyn Nets,#1,#13
28 novembre 2017 Saison régulière,San Antonio Spurs,115,108,Dallas Mavericks,#3,#15
28 novembre 2017 Saison régulière,Golden State Warriors,106,110,Sacramento Kings,#2,#14
30 novembre 2017 Saison régulière,LA Lakers,123,127,Golden State Warriors,#11,#2
28 novembre 2017 Saison régulière,LA Clippers,120,115,LA Lakers,#11,#9
27 novembre 2017 Saison régulière,Memphis Grizzlies,88,98,Brooklyn Nets,#11,#13
26 novembre 2017 Saison régulière,Philadelphia 76ers,130,111,Orlando Magic,#6,#12
26 novembre 2017 Saison régulière,Washington Wizards,105,108,Portland Trail Blazers,#4,#4
26 novembre 2017 Saison régulière,Charlotte Hornets,86,106,San Antonio Spurs,#11,#3
26 novembre 2017 Saison régulière,Atlanta Hawks,78,112,Toronto Raptors,#14,#5
26 novembre 2017 Saison régulière,Indiana Pacers,98,108,Boston Celtics,#7,#1
25 novembre 2017 Saison régulière,Atlanta Hawks,116,104,New York Knicks,#15,#6
23 novembre 2017 Saison régulière,Cleveland Cavaliers,119,109,Brooklyn Nets,#5,#13
26 novembre 2017 Saison régulière,Houston Rockets,117,102,New York Knicks,#1,#8
26 novembre 2017 Saison régulière,Golden State Warriors,110,95,New Orleans Pelicans,#2,#7
26 novembre 2017 Saison régulière,Dallas Mavericks,97,81,Oklahoma City Thunder,#15,#8
25 novembre 2017 Saison régulière,Boston Celtics,118,103,Orlando Magic,#1,#12
25 novembre 2017 Saison régulière,Cleveland Cavaliers,100,99,Charlotte Hornets,#5,#10
25 novembre 2017 Saison régulière,Indiana Pacers,107,104,Toronto Raptors,#8,#2
23 novembre 2017 Saison régulière,Philadelphia 76ers,101,81,Portland Trail Blazers,#6,#4
23 novembre 2017 Saison régulière,Charlotte Hornets,129,124,Washington Wizards,#11,#4
23 novembre 2017 Saison régulière,Atlanta Hawks,103,116,LA Clippers,#15,#13
26 novembre 2017 Saison régulière,Utah Jazz,121,108,Milwaukee Bucks,#9,#9
26 novembre 2017 Saison régulière,Sacramento Kings,95,97,LA Clippers,#14,#12
26 novembre 2017 Saison régulière,Chicago Bulls,93,100,Miami Heat,#15,#10
21 novembre 2017 Saison régulière,Detroit Pistons,88,116,Cleveland Cavaliers,#2,#5
25 novembre 2017 Saison régulière,Minnesota Timberwolves,97,109,Miami Heat,#3,#10
25 novembre 2017 Saison régulière,Oklahoma City Thunder,98,99,Detroit Pistons,#8,#2
25 novembre 2017 Saison régulière,Phoenix Suns,91,115,New Orleans Pelicans,#12,#7
25 novembre 2017 Saison régulière,Denver Nuggets,104,92,Memphis Grizzlies,#6,#11
23 novembre 2017 Saison régulière,Miami Heat,104,98,Boston Celtics,#11,#1
23 novembre 2017 Saison régulière,New York Knicks,108,100,Toronto Raptors,#6,#2
23 novembre 2017 Saison régulière,New Orleans Pelicans,107,90,San Antonio Spurs,#7,#3
23 novembre 2017 Saison régulière,Houston Rockets,125,95,Denver Nuggets,#1,#5
26 novembre 2017 Saison régulière,Minnesota Timberwolves,119,108,Phoenix Suns,#5,#13
22 novembre 2017 Saison régulière,LA Lakers,103,94,Chicago Bulls,#10,#14
21 novembre 2017 Saison régulière,Orlando Magic,97,105,Indiana Pacers,#10,#9
21 novembre 2017 Saison régulière,Philadelphia 76ers,107,86,Utah Jazz,#6,#10
21 novembre 2017 Saison régulière,Charlotte Hornets,118,102,Minnesota Timberwolves,#12,#3
21 novembre 2017 Saison régulière,New York Knicks,107,85,LA Clippers,#6,#13
25 novembre 2017 Saison régulière,Golden State Warriors,143,94,Chicago Bulls,#2,#14
23 novembre 2017 Saison régulière,Minnesota Timberwolves,124,118,Orlando Magic,#5,#10
23 novembre 2017 Saison régulière,Memphis Grizzlies,94,95,Dallas Mavericks,#9,#15
23 novembre 2017 Saison régulière,Oklahoma City Thunder,108,91,Golden State Warriors,#9,#2
23 novembre 2017 Saison régulière,Phoenix Suns,107,113,Milwaukee Bucks,#11,#9
24 novembre 2017 Saison régulière,Brooklyn Nets,125,127,Portland Trail Blazers,#13,#5
21 novembre 2017 Saison régulière,New Orleans Pelicans,114,107,Oklahoma City Thunder,#7,#8
21 novembre 2017 Saison régulière,Milwaukee Bucks,88,99,Washington Wizards,#6,#4
21 novembre 2017 Saison régulière,Memphis Grizzlies,92,100,Portland Trail Blazers,#8,#5
23 novembre 2017 Saison régulière,Utah Jazz,110,80,Chicago Bulls,#12,#14
23 novembre 2017 Saison régulière,Sacramento Kings,113,102,LA Lakers,#14,#8
21 novembre 2017 Saison régulière,Dallas Mavericks,102,110,Boston Celtics,#15,#1
21 novembre 2017 Saison régulière,San Antonio Spurs,96,85,Atlanta Hawks,#4,#15
21 novembre 2017 Saison régulière,Sacramento Kings,98,114,Denver Nuggets,#14,#6
20 novembre 2017 Saison régulière,Toronto Raptors,100,91,Washington Wizards,#2,#4
20 novembre 2017 Saison régulière,Brooklyn Nets,111,118,Golden State Warriors,#12,#2
20 novembre 2017 Saison régulière,Minnesota Timberwolves,97,100,Detroit Pistons,#3,#2
18 novembre 2017 Saison régulière,Indiana Pacers,107,100,Detroit Pistons,#10,#2
20 novembre 2017 Saison régulière,Phoenix Suns,113,105,Chicago Bulls,#12,#14
20 novembre 2017 Saison régulière,LA Lakers,127,109,Denver Nuggets,#11,#5
18 novembre 2017 Saison régulière,Washington Wizards,88,91,Miami Heat,#3,#11
18 novembre 2017 Saison régulière,Cleveland Cavaliers,118,113,LA Clippers,#9,#12
18 novembre 2017 Saison régulière,Toronto Raptors,107,84,New York Knicks,#4,#5
18 novembre 2017 Saison régulière,Brooklyn Nets,118,107,Utah Jazz,#13,#10
18 novembre 2017 Saison régulière,Chicago Bulls,123,120,Charlotte Hornets,#15,#12
18 novembre 2017 Saison régulière,San Antonio Spurs,104,101,Oklahoma City Thunder,#4,#8
19 novembre 2017 Saison régulière,Orlando Magic,85,125,Utah Jazz,#8,#10
18 novembre 2017 Saison régulière,Dallas Mavericks,87,111,Minnesota Timberwolves,#15,#3
18 novembre 2017 Saison régulière,Sacramento Kings,86,82,Portland Trail Blazers,#14,#5
18 novembre 2017 Saison régulière,LA Lakers,113,122,Phoenix Suns,#11,#13
19 novembre 2017 Saison régulière,Charlotte Hornets,102,87,LA Clippers,#13,#12
19 novembre 2017 Saison régulière,Atlanta Hawks,99,110,Boston Celtics,#15,#1
19 novembre 2017 Saison régulière,Philadelphia 76ers,116,124,Golden State Warriors,#5,#2
19 novembre 2017 Saison régulière,Memphis Grizzlies,83,105,Houston Rockets,#7,#1
18 novembre 2017 Saison régulière,Denver Nuggets,146,114,New Orleans Pelicans,#6,#7
19 novembre 2017 Saison régulière,Dallas Mavericks,111,79,Milwaukee Bucks,#15,#5
19 novembre 2017 Saison régulière,Portland Trail Blazers,102,90,Sacramento Kings,#6,#14
19 novembre 2017 Saison régulière,Miami Heat,95,120,Indiana Pacers,#11,#10
17 novembre 2017 Saison régulière,Boston Celtics,92,88,Golden State Warriors,#1,#1
17 novembre 2017 Saison régulière,Phoenix Suns,116,142,Houston Rockets,#13,#2
16 novembre 2017 Saison régulière,Atlanta Hawks,126,80,Sacramento Kings,#15,#14
16 novembre 2017 Saison régulière,Miami Heat,93,102,Washington Wizards,#10,#3
16 novembre 2017 Saison régulière,New York Knicks,106,101,Utah Jazz,#6,#10
16 novembre 2017 Saison régulière,New Orleans Pelicans,116,125,Toronto Raptors,#5,#4
16 novembre 2017 Saison régulière,Milwaukee Bucks,99,95,Detroit Pistons,#6,#2
16 novembre 2017 Saison régulière,Minnesota Timberwolves,98,86,San Antonio Spurs,#4,#3
16 novembre 2017 Saison régulière,Memphis Grizzlies,113,116,Indiana Pacers,#7,#11
16 novembre 2017 Saison régulière,Oklahoma City Thunder,92,79,Chicago Bulls,#9,#14
16 novembre 2017 Saison régulière,Charlotte Hornets,107,115,Cleveland Cavaliers,#12,#9
16 novembre 2017 Saison régulière,Portland Trail Blazers,99,94,Orlando Magic,#8,#5
16 novembre 2017 Saison régulière,LA Lakers,109,115,Philadelphia 76ers,#11,#6
11 novembre 2017 Saison régulière,Detroit Pistons,111,104,Atlanta Hawks,#2,#15
15 novembre 2017 Saison régulière,Brooklyn Nets,102,109,Boston Celtics,#13,#1
11 novembre 2017 Saison régulière,Boston Celtics,90,87,Charlotte Hornets,#1,#8
11 novembre 2017 Saison régulière,Chicago Bulls,87,105,Indiana Pacers,#14,#10
11 novembre 2017 Saison régulière,Phoenix Suns,112,128,Orlando Magic,#13,#3
11 novembre 2017 Saison régulière,San Antonio Spurs,87,94,Milwaukee Bucks,#5,#12
15 novembre 2017 Saison régulière,Houston Rockets,113,129,Toronto Raptors,#1,#4
15 novembre 2017 Saison régulière,Dallas Mavericks,91,97,San Antonio Spurs,#15,#3
11 novembre 2017 Saison régulière,Utah Jazz,74,84,Miami Heat,#10,#8
11 novembre 2017 Saison régulière,Oklahoma City Thunder,120,111,LA Clippers,#12,#8
11 novembre 2017 Saison régulière,Portland Trail Blazers,97,101,Brooklyn Nets,#7,#13
10 novembre 2017 Saison régulière,Washington Wizards,111,95,LA Lakers,#7,#11
14 novembre 2017 Saison régulière,Washington Wizards,110,92,Sacramento Kings,#5,#14
10 novembre 2017 Saison régulière,Toronto Raptors,122,118,New Orleans Pelicans,#4,#7
10 novembre 2017 Saison régulière,Houston Rockets,117,113,Cleveland Cavaliers,#2,#8
10 novembre 2017 Saison régulière,Sacramento Kings,109,108,Philadelphia 76ers,#14,#5
10 novembre 2017 Saison régulière,Denver Nuggets,102,94,Oklahoma City Thunder,#8,#12
14 novembre 2017 Saison régulière,New York Knicks,101,104,Cleveland Cavaliers,#4,#9
14 novembre 2017 Saison régulière,New Orleans Pelicans,106,105,Atlanta Hawks,#7,#15
14 novembre 2017 Saison régulière,Milwaukee Bucks,110,103,Memphis Grizzlies,#7,#5
14 novembre 2017 Saison régulière,Phoenix Suns,93,100,LA Lakers,#13,#12
14 novembre 2017 Saison régulière,Utah Jazz,98,109,Minnesota Timberwolves,#9,#5
14 novembre 2017 Saison régulière,Portland Trail Blazers,99,82,Denver Nuggets,#8,#3
14 novembre 2017 Saison régulière,Golden State Warriors,110,100,Orlando Magic,#2,#3
14 novembre 2017 Saison régulière,LA Clippers,105,109,Philadelphia 76ers,#11,#7
8 novembre 2017 Saison régulière,Cleveland Cavaliers,124,119,Milwaukee Bucks,#12,#10
8 novembre 2017 Saison régulière,Indiana Pacers,112,117,New Orleans Pelicans,#8,#9
8 novembre 2017 Saison régulière,Washington Wizards,99,113,Dallas Mavericks,#4,#15
8 novembre 2017 Saison régulière,Toronto Raptors,119,114,Chicago Bulls,#5,#14
8 novembre 2017 Saison régulière,New York Knicks,118,113,Charlotte Hornets,#7,#8
8 novembre 2017 Saison régulière,San Antonio Spurs,120,107,LA Clippers,#5,#7
8 novembre 2017 Saison régulière,Denver Nuggets,112,104,Brooklyn Nets,#11,#11
8 novembre 2017 Saison régulière,Utah Jazz,97,104,Philadelphia 76ers,#8,#6
8 novembre 2017 Saison régulière,Portland Trail Blazers,97,98,Memphis Grizzlies,#5,#4
8 novembre 2017 Saison régulière,Sacramento Kings,94,86,Oklahoma City Thunder,#14,#12
7 novembre 2017 Saison régulière,Atlanta Hawks,107,110,Boston Celtics,#15,#1
7 novembre 2017 Saison régulière,Phoenix Suns,92,98,Brooklyn Nets,#13,#13
7 novembre 2017 Saison régulière,Golden State Warriors,97,80,Miami Heat,#2,#10
9 novembre 2017 Saison régulière,Detroit Pistons,114,97,Indiana Pacers,#2,#8
9 novembre 2017 Saison régulière,Orlando Magic,112,99,New York Knicks,#3,#5
9 novembre 2017 Saison régulière,Boston Celtics,107,96,LA Lakers,#1,#10
9 novembre 2017 Saison régulière,Phoenix Suns,115,126,Miami Heat,#13,#11
9 novembre 2017 Saison régulière,Golden State Warriors,125,101,Minnesota Timberwolves,#2,#3
6 novembre 2017 Saison régulière,Toronto Raptors,96,107,Washington Wizards,#4,#8
6 novembre 2017 Saison régulière,Orlando Magic,88,104,Boston Celtics,#3,#1
6 novembre 2017 Saison régulière,Houston Rockets,137,110,Utah Jazz,#1,#6
6 novembre 2017 Saison régulière,San Antonio Spurs,112,95,Phoenix Suns,#8,#13
6 novembre 2017 Saison régulière,New York Knicks,108,101,Indiana Pacers,#8,#6
6 novembre 2017 Saison régulière,Minnesota Timberwolves,112,94,Charlotte Hornets,#3,#7
6 novembre 2017 Saison régulière,Portland Trail Blazers,103,99,Oklahoma City Thunder,#7,#9
6 novembre 2017 Saison régulière,LA Lakers,107,102,Memphis Grizzlies,#12,#3
5 novembre 2017 Saison régulière,Detroit Pistons,108,99,Sacramento Kings,#2,#14
5 novembre 2017 Saison régulière,Chicago Bulls,90,96,New Orleans Pelicans,#14,#12
5 novembre 2017 Saison régulière,Minnesota Timberwolves,112,99,Dallas Mavericks,#4,#15
5 novembre 2017 Saison régulière,Denver Nuggets,108,127,Golden State Warriors,#7,#3
5 novembre 2017 Saison régulière,Cleveland Cavaliers,115,117,Atlanta Hawks,#10,#15
5 novembre 2017 Saison régulière,LA Clippers,101,104,Miami Heat,#5,#12
3 novembre 2017 Saison régulière,San Antonio Spurs,92,112,Golden State Warriors,#10,#2
3 novembre 2017 Saison régulière,Portland Trail Blazers,113,110,LA Lakers,#6,#13
2 novembre 2017 Saison régulière,Cleveland Cavaliers,107,124,Indiana Pacers,#8,#5
2 novembre 2017 Saison régulière,Philadelphia 76ers,119,109,Atlanta Hawks,#8,#13
2 novembre 2017 Saison régulière,Washington Wizards,116,122,Phoenix Suns,#8,#9
2 novembre 2017 Saison régulière,Charlotte Hornets,126,121,Milwaukee Bucks,#5,#5
2 novembre 2017 Saison régulière,Boston Celtics,113,86,Sacramento Kings,#2,#15
2 novembre 2017 Saison régulière,Miami Heat,97,91,Chicago Bulls,#13,#15
2 novembre 2017 Saison régulière,New Orleans Pelicans,98,104,Minnesota Timberwolves,#9,#4
2 novembre 2017 Saison régulière,New York Knicks,97,119,Houston Rockets,#12,#1
2 novembre 2017 Saison régulière,Memphis Grizzlies,99,101,Orlando Magic,#3,#2
2 novembre 2017 Saison régulière,Denver Nuggets,129,111,Toronto Raptors,#9,#8
2 novembre 2017 Saison régulière,Utah Jazz,112,103,Portland Trail Blazers,#5,#5
2 novembre 2017 Saison régulière,LA Clippers,119,98,Dallas Mavericks,#9,#14
4 novembre 2017 Saison régulière,Detroit Pistons,105,96,Milwaukee Bucks,#3,#8
4 novembre 2017 Saison régulière,Orlando Magic,83,105,Chicago Bulls,#1,#14
4 novembre 2017 Saison régulière,Philadelphia 76ers,121,110,Indiana Pacers,#8,#5
4 novembre 2017 Saison régulière,Washington Wizards,122,130,Cleveland Cavaliers,#6,#13
4 novembre 2017 Saison régulière,Atlanta Hawks,104,119,Houston Rockets,#15,#2
4 novembre 2017 Saison régulière,New York Knicks,120,107,Phoenix Suns,#10,#9
4 novembre 2017 Saison régulière,Dallas Mavericks,94,99,New Orleans Pelicans,#15,#12
4 novembre 2017 Saison régulière,San Antonio Spurs,108,101,Charlotte Hornets,#9,#4
4 novembre 2017 Saison régulière,Denver Nuggets,95,94,Miami Heat,#9,#10
4 novembre 2017 Saison régulière,Utah Jazz,100,109,Toronto Raptors,#5,#6
4 novembre 2017 Saison régulière,Oklahoma City Thunder,94,101,Boston Celtics,#7,#1
4 novembre 2017 Saison régulière,LA Lakers,124,112,Brooklyn Nets,#13,#12
4 novembre 2017 Saison régulière,LA Clippers,104,113,Memphis Grizzlies,#1,#5
1 novembre 2017 Saison régulière,Indiana Pacers,101,83,Sacramento Kings,#11,#15
1 novembre 2017 Saison régulière,Brooklyn Nets,114,122,Phoenix Suns,#5,#13
1 novembre 2017 Saison régulière,Milwaukee Bucks,91,110,Oklahoma City Thunder,#5,#11
1 novembre 2017 Saison régulière,LA Lakers,113,93,Detroit Pistons,#13,#1
